0.271638	0.926530	0.003676	0.686242	-0.002419	0.372844	-0.001437	2.393395	0.014692	0.991458	0.008273	-0.028857	-0.004000
0.281235	0.952764	0.003811	0.686763	-0.002351	0.372540	-0.001475	2.424429	0.015055	1.003450	0.008228	-0.030375	-0.003684
0.291853	0.979329	0.003948	0.687292	-0.002284	0.372241	-0.001511	2.455369	0.015404	1.015416	0.008040	-0.029865	-0.003369
0.301458	1.006225	0.004087	0.687826	-0.002217	0.371960	-0.001543	2.486202	0.015737	1.027368	0.007801	-0.028074	-0.003071
0.311295	1.033450	0.004227	0.688368	-0.002152	0.371707	-0.001572	2.516920	0.016056	1.039335	0.007572	-0.025362	-0.002790
0.322391	1.061004	0.004368	0.688916	-0.002088	0.371486	-0.001599	2.547518	0.016362	1.051322	0.007429	-0.022060	-0.002522
0.331268	1.088886	0.004511	0.689471	-0.002023	0.371300	-0.001623	2.577999	0.016656	1.063339	0.007330	-0.018595	-0.002261
0.341331	1.117094	0.004655	0.690032	-0.001959	0.371146	-0.001644	2.608367	0.016936	1.075400	0.007165	-0.015374	-0.002005
0.351238	1.145628	0.004800	0.690600	-0.001896	0.371023	-0.001663	2.638625	0.017202	1.087491	0.006952	-0.012267	-0.001759
0.394739	1.174487	0.004947	0.691174	-0.001835	0.370931	-0.001679	2.668777	0.017453	1.099630	0.006679	-0.009201	-0.001520
0.394797	1.203670	0.005094	0.691755	-0.001776	0.370872	-0.001692	2.698822	0.017691	1.111813	0.006446	-0.005926	-0.001283
0.394819	1.233176	0.005242	0.692342	-0.001717	0.370848	-0.001704	2.728761	0.017916	1.124053	0.006298	-0.002416	-0.001047
0.394850	1.263005	0.005391	0.692935	-0.001657	0.370854	-0.001712	2.758601	0.018129	1.136345	0.006258	0.000627	-0.000816
0.438850	1.293156	0.005541	0.693534	-0.001597	0.370887	-0.001719	2.788350	0.018331	1.148679	0.006261	0.003270	-0.000590
0.438906	1.323629	0.005692	0.694140	-0.001536	0.370943	-0.001723	2.818013	0.018522	1.161050	0.006235	0.005594	-0.000365
0.438931	1.354422	0.005843	0.694751	-0.001475	0.371021	-0.001724	2.847593	0.018700	1.173460	0.006140	0.007816	-0.000142
0.438955	1.385535	0.005995	0.695369	-0.001415	0.371122	-0.001724	2.877092	0.018864	1.185912	0.006005	0.010063	0.000083
0.482694	1.416968	0.006147	0.695992	-0.001355	0.371237	-0.001721	2.906520	0.019017	1.198393	0.005931	0.011515	0.000306
0.482752	1.448720	0.006300	0.696621	-0.001293	0.371361	-0.001715	2.935887	0.019158	1.210880	0.005946	0.012393	0.000525
0.482780	1.480790	0.006453	0.697257	-0.001230	0.371489	-0.001707	2.965198	0.019288	1.223360	0.006036	0.012812	0.000739
0.482805	1.513179	0.006606	0.697897	-0.001165	0.371619	-0.001697	2.994457	0.019408	1.235828	0.006141	0.013046	0.000951
0.482832	1.545885	0.006760	0.698544	-0.001099	0.371747	-0.001685	3.023669	0.019516	1.248284	0.006177	0.012790	0.001156
0.530791	1.578908	0.006914	0.699196	-0.001032	0.371870	-0.001671	3.052839	0.019612	1.260703	0.006159	0.012299	0.001354
0.530849	1.612247	0.007068	0.699854	-0.000965	0.371986	-0.001654	3.081968	0.019696	1.273082	0.006119	0.011603	0.001546
0.530878	1.645902	0.007222	0.700518	-0.000897	0.372093	-0.001636	3.111058	0.019768	1.285414	0.006115	0.010715	0.001736
0.530906	1.679873	0.007377	0.701187	-0.000828	0.372190	-0.001615	3.140110	0.019828	1.297702	0.006144	0.009647	0.001924
0.531735	1.714158	0.007531	0.701862	-0.000758	0.372275	-0.001592	3.169127	0.019877	1.309932	0.006229	0.008479	0.002112
0.541311	1.748758	0.007685	0.702542	-0.000686	0.372348	-0.001568	3.198107	0.019915	1.322104	0.006300	0.007328	0.002294
0.586729	1.783671	0.007838	0.703228	-0.000613	0.372410	-0.001541	3.227048	0.019941	1.334228	0.006275	0.006248	0.002472
0.586790	1.818898	0.007992	0.703919	-0.000541	0.372463	-0.001513	3.255949	0.019952	1.346296	0.006183	0.005220	0.002647
0.586820	1.854437	0.008145	0.704615	-0.000469	0.372504	-0.001483	3.284810	0.019950	1.358307	0.006067	0.004171	0.002822
0.586846	1.890288	0.008298	0.705317	-0.000398	0.372535	-0.001451	3.313631	0.019934	1.370265	0.005962	0.003023	0.002997
0.634756	1.926450	0.008450	0.706024	-0.000326	0.372555	-0.001417	3.342409	0.019905	1.382165	0.005919	0.002034	0.003164
0.634830	1.962924	0.008602	0.706737	-0.000254	0.372567	-0.001381	3.371142	0.019864	1.394012	0.005907	0.001186	0.003327
0.634870	1.999707	0.008753	0.707454	-0.000182	0.372572	-0.001343	3.399827	0.019810	1.405810	0.005871	0.000478	0.003487
0.634929	2.036800	0.008904	0.708178	-0.000110	0.372570	-0.001304	3.428464	0.019743	1.417563	0.005759	-0.000150	0.003646
0.634970	2.074202	0.009054	0.708906	-0.000039	0.372565	-0.001264	3.457047	0.019660	1.429279	0.005592	-0.000525	0.003798
0.682761	2.111912	0.009203	0.709640	0.000030	0.372557	-0.001221	3.485574	0.019563	1.440970	0.005391	-0.000753	0.003944
0.682811	2.149929	0.009351	0.710379	0.000098	0.372549	-0.001177	3.514044	0.019453	1.452631	0.005237	-0.000841	0.004087
0.682833	2.188253	0.009499	0.711123	0.000166	0.372540	-0.001132	3.542455	0.019329	1.464266	0.005133	-0.000858	0.004227
0.682873	2.226884	0.009645	0.711873	0.000234	0.372532	-0.001085	3.570807	0.019192	1.475876	0.005045	-0.000836	0.004367
0.682892	2.265821	0.009791	0.712628	0.000300	0.372524	-0.001037	3.599100	0.019042	1.487463	0.004917	-0.000803	0.004505
0.726737	2.305062	0.009935	0.713388	0.000366	0.372517	-0.000987	3.627334	0.018877	1.499035	0.004710	-0.000723	0.004640
0.726871	2.344609	0.010079	0.714153	0.000429	0.372511	-0.000936	3.655507	0.018698	1.510587	0.004468	-0.000573	0.004771
0.726950	2.384458	0.010221	0.714924	0.000490	0.372507	-0.000883	3.683619	0.018504	1.522120	0.004231	-0.000365	0.004901
0.727002	2.424611	0.010363	0.715700	0.000550	0.372506	-0.000829	3.711669	0.018295	1.533645	0.004009	-0.000148	0.005029
0.733350	2.465067	0.010503	0.716482	0.000608	0.372506	-0.000774	3.739659	0.018073	1.545158	0.003819	0.000070	0.005153
0.743098	2.505825	0.010641	0.717268	0.000666	0.372510	-0.000717	3.767588	0.017838	1.556653	0.003650	0.000316	0.005275
0.786700	2.546884	0.010779	0.718060	0.000721	0.372515	-0.000659	3.795456	0.017590	1.568132	0.003457	0.000582	0.005394
0.786753	2.588243	0.010915	0.718858	0.000775	0.372524	-0.000600	3.823263	0.017328	1.579596	0.003217	0.000873	0.005512
0.786787	2.629903	0.011050	0.719660	0.000826	0.372536	-0.000540	3.851010	0.017051	1.591049	0.002945	0.001187	0.005630
0.786812	2.671862	0.011184	0.720468	0.000876	0.372551	-0.000478	3.878696	0.016761	1.602490	0.002719	0.001477	0.005743
0.834698	2.714120	0.011316	0.721280	0.000924	0.372568	-0.000415	3.906323	0.016458	1.613917	0.002541	0.001736	0.005854
0.834748	2.756677	0.011446	0.722098	0.000972	0.372587	-0.000351	3.933892	0.016144	1.625332	0.002392	0.001959	0.005962
0.834771	2.799531	0.011576	0.722921	0.001017	0.372609	-0.000286	3.961402	0.015817	1.636739	0.002208	0.002141	0.006070
0.834803	2.842683	0.011703	0.723750	0.001062	0.372631	-0.000219	3.988857	0.015479	1.648127	0.002042	0.002274	0.006173
0.834836	2.886131	0.011830	0.724583	0.001105	0.372655	-0.000152	4.016255	0.015128	1.659504	0.001844	0.002369	0.006274
0.874718	2.929875	0.011955	0.725422	0.001146	0.372680	-0.000084	4.043599	0.014766	1.670860	0.001666	0.002450	0.006372
0.874773	2.973915	0.012078	0.726265	0.001187	0.372704	-0.000014	4.070888	0.014392	1.682202	0.001499	0.002490	0.006469
0.874794	3.018249	0.012200	0.727114	0.001226	0.372729	0.000056	4.098123	0.014008	1.693519	0.001353	0.002511	0.006565
0.874812	3.062878	0.012320	0.727968	0.001264	0.372754	0.000128	4.125305	0.013612	1.704813	0.001207	0.002517	0.006659
0.882911	3.107800	0.012439	0.728827	0.001301	0.372779	0.000200	4.152434	0.013207	1.716085	0.001072	0.002500	0.006751
0.894668	3.153016	0.012556	0.729691	0.001337	0.372804	0.000274	4.179510	0.012790	1.727333	0.000927	0.002489	0.006840
0.934730	3.198524	0.012672	0.730560	0.001372	0.372829	0.000348	4.206534	0.012364	1.738560	0.000768	0.002489	0.006928
0.934783	3.244325	0.012786	0.731434	0.001405	0.372854	0.000424	4.233504	0.011926	1.749766	0.000598	0.002491	0.007015
0.934814	3.290416	0.012898	0.732313	0.001438	0.372878	0.000500	4.260422	0.011478	1.760950	0.000450	0.002469	0.007099
0.934851	3.336799	0.013009	0.733197	0.001469	0.372902	0.000577	4.287289	0.011021	1.772117	0.000296	0.002394	0.007181
0.982837	3.383472	0.013119	0.734086	0.001499	0.372925	0.000655	4.314105	0.010553	1.783258	0.000145	0.002300	0.007261
0.982940	3.430434	0.013226	0.734980	0.001527	0.372947	0.000734	4.340870	0.010074	1.794379	-0.000046	0.002188	0.007341
0.983008	3.477686	0.013333	0.735879	0.001554	0.372968	0.000814	4.367584	0.009585	1.805472	-0.000244	0.002105	0.007420
0.983030	3.525227	0.013437	0.736783	0.001579	0.372988	0.000894	4.394247	0.009086	1.816547	-0.000440	0.002028	0.007496
1.026810	3.573056	0.013540	0.737692	0.001602	0.373007	0.000976	4.420858	0.008576	1.827607	-0.000651	0.001927	0.007571
